tau,phi_data,phi_sim
0.11811811811811812,0.019295262355749035,0.0647897156373305
0.11911911911911911,0.016159927187655368,0.06357653932480918
0.12012012012012012,0.013024592019561632,0.06238607953066469
0.12112112112112113,0.009889256851467909,0.06121791089198605
0.12212212212212212,0.006753921683374242,0.060071616010709865
0.12312312312312312,0.003618586515280506,0.058946785304479936
0.12412412412412413,0.00048325134718676943,0.05784301686029947
0.12512512512512514,-0.002652083820906967,0.05675991629092363
0.12612612612612611,-0.0057874189890005645,0.05569709659394115
0.12712712712712712,-0.0089227541570943,0.05465417801349454
0.12812812812812813,-0.012058089325188023,0.05363078790458966
0.12912912912912913,-0.01519342449328176,0.05262656059994598
0.13013013013013014,-0.018328759661375496,0.05164113727934011
0.13113113113113112,-0.021464094829469094,0.050674165841395835
0.13213213213213212,-0.024599429997562844,0.04972530077777484
0.13313313313313313,-0.027734765165656566,0.048794203049723185
0.13413413413413414,-0.03087010033375029,0.04788053996692949
0.13513513513513514,-0.03400543550184404,0.046983985068651396
0.13613613613613612,-0.03714077066993762,0.04610421800706799
0.13713713713713713,-0.04027610583803137,0.045240924432816354
0.13813813813813813,-0.043411441006125095,0.044393795882671505
0.13913913913913914,-0.04654677617421882,0.043562529669329456
0.14014014014014015,-0.04968211134231257,0.04274682877325407
0.14114114114114115,-0.05281744651040629,0.041946401736549115
0.14214214214214213,-0.0559527816784999,0.041160962558817474
0.14314314314314314,-0.059088116846593625,0.040390230594970426
0.14414414414414414,-0.062223452014687375,0.039633930454950415
0.14514514514514515,-0.0653587871827811,0.03889179190533149
0.14614614614614616,-0.06849412235087482,0.038163549772762255
0.14714714714714713,-0.07162945751896843,0.03744894384921685
0.14814814814814814,-0.07476479268706215,0.03674771879902007
0.14914914914914915,-0.0779001278551559,0.036059624067613455
0.15015015015015015,-0.08103546302324963,0.03538441379202968
0.15115115115115116,-0.08417079819134335,0.03472184671304331
0.15215215215215216,-0.08730613335943704,0.03407168608896655
0.15315315315315314,-0.09044146852753071,0.033433699611059096
0.15415415415415415,-0.09357680369562443,0.03280765932052197
0.15515515515515516,-0.09671213886371816,0.03219334152704562
0.15615615615615616,-0.0998474740318119,0.03159052672888317
0.15715715715715717,-0.10298280919990557,0.030998999534420302
0.15815815815815815,-0.10611814436799924,0.030418548585213753
0.15915915915915915,-0.10925347953609296,0.029848966480470855
0.16016016016016016,-0.11238881470418668,0.029290049702943216
0.16116116116116116,-0.11552414987228043,0.028741598546208016
0.16216216216216217,-0.1186594850403741,0.02820341704331095
0.16316316316316315,-0.12179482020846777,0.027675312896745328
0.16416416416416416,-0.12493015537656149,0.027157097409742287
0.16516516516516516,-0.12806549054465524,0.026648585418847605
0.16616616616616617,-0.13120082571274896,0.02614959522776098
0.16716716716716717,-0.13433616088084263,0.025659948542414178
0.16816816816816815,-0.1374714960489363,0.0251794704072648
0.16916916916916916,-0.14060683121703002,0.024707989142782986
0.17017017017017017,-0.14374216638512377,0.02424533628410862
0.17117117117117117,-0.14687750155321752,0.02379134652085721
0.17217217217217218,-0.1500128367213112,0.023345857638052844
0.17317317317317318,-0.1531481718894049,0.022908710458167225
0.17417417417417416,-0.15628350705749858,0.02247974878424397
0.17517517517517517,-0.1594188422255923,0.02205881934408791
0.17617617617617617,-0.16255417739368602,0.021645771735499458
0.17717717717717718,-0.1656895125617797,0.021240458372534396
0.1781781781781782,-0.1688248477298734,0.020842734432770016
0.17917917917917917,-0.17196018289796708,0.02045245780555863
0.18018018018018017,-0.17509551806606086,0.020069489041250055
0.18118118118118118,-0.17823085323415458,0.01969369130136489
0.18218218218218218,-0.17963790614845404,0.01932493030970079
0.1831831831831832,-0.1780204651186137,0.01896307430435427
0.1841841841841842,-0.17640302408877334,0.01860799399064089
0.18518518518518517,-0.17478558305893305,0.018259562494896995
0.18618618618618618,-0.1731681420290927,0.017917655319146526
0.1871871871871872,-0.17155070099925235,0.017582150296616673
0.1881881881881882,-0.169933259969412,0.01725292754808649
0.1891891891891892,-0.16831581893957165,0.01692986943905288
0.19019019019019018,-0.16669837790973135,0.01661286053769865
0.19119119119119118,-0.165080936879891,0.016301787573647572
0.1921921921921922,-0.16346349585005063,0.015996539397491794
0.1931931931931932,-0.16184605482021028,0.01569700694107706
0.1941941941941942,-0.16022861379036993,0.015403083178531594
0.19519519519519518,-0.15861117276052963,0.015114663088024715
0.1961961961961962,-0.15699373173068928,0.014831643614241505
0.1971971971971972,-0.15537629070084893,0.014553923631560144
0.1981981981981982,-0.15375884967100859,0.014281403907918735
0.1991991991991992,-0.15214140864116824,0.014013987069358719
0.20020020020020018,-0.15052396761132794,0.01375157756523221
0.2012012012012012,-0.1489065265814876,0.013494081634060814
0.2022022022022022,-0.14728908555164721,0.013241407270033742
0.2032032032032032,-0.14567164452180686,0.012993464190133227
0.2042042042042042,-0.14405420349196651,0.012750163801875524
0.20520520520520522,-0.14243676246212617,0.012511419171655956
0.2062062062062062,-0.14081932143228587,0.012277144993686675
0.2072072072072072,-0.13920188040244552,0.012047257559516085
0.2082082082082082,-0.13758443937260517,0.011821674728118984
0.2092092092092092,-0.13596699834276482,0.011600315896546783
0.21021021021021022,-0.13434955731292447,0.011383101971127274
0.2112112112112112,-0.13273211628308418,0.0111699553392037
0.2122122122122122,-0.13111467525324383,0.010960799841402987
0.2132132132132132,-0.12949723422340348,0.01075556074442326
0.21421421421421422,-0.12787979319356313,0.010554164714330903
0.21521521521521522,-0.12626235216372275,0.010356539790357628
0.21621621621621623,-0.1246449111338824,0.01016261535918819
0.2172172172172172,-0.12302747010404211,0.009972322129729561
0.2182182182182182,-0.12141002907420176,0.009785592108352545
0.21921921921921922,-0.11979258804436141,0.00960235857459699
0.22022022022022023,-0.11817514701452106,0.009422556057331916
0.22122122122122123,-0.1165577059846807,0.009246120311362042
0.2222222222222222,-0.11494026495484042,0.009072988294472348
0.22322322322322322,-0.11332282392500005,0.008903098144902477
0.22422422422422422,-0.1117053828951597,0.008736389159242925
0.22522522522522523,-0.11008794186531935,0.008572801770745118
0.22622622622622623,-0.10847050083547899,0.008412277528037632
0.2272272272272272,-0.10685305980563871,0.008254759074240949
0.22822822822822822,-0.10523561877579836,0.008100190126473278
0.22922922922922923,-0.103618177745958,0.00794851545574014
0.23023023023023023,-0.10200073671611765,0.007799680867200502
0.23123123123123124,-0.1003832956862773,0.007653633180802435
0.23223223223223222,-0.098765854656437,0.007510320212281359
0.23323323323323322,-0.09714841362659665,0.0073696907545140996
0.23423423423423423,-0.09553097259675629,0.0072316945592220796
0.23523523523523523,-0.09391353156691594,0.007096282319017119
0.23623623623623624,-0.09229609053707559,0.006963405649783424
0.23723723723723725,-0.09067864950723524,0.006833017073389471
0.23823823823823823,-0.08906120847739495,0.006705070000723605
0.23923923923923923,-0.0874437674475546,0.006579518715047295
0.24024024024024024,-0.08582632641771423,0.0064563183556600985
0.24124124124124124,-0.08420888538787388,0.006335424901870494
0.24224224224224225,-0.08259144435803353,0.006216795157266858
0.24324324324324323,-0.08097400332819324,0.0061003867342829645
0.24424424424424424,-0.07935656229835289,0.005986158039052496
0.24524524524524524,-0.07773912126851253,0.005874068256547146
0.24624624624624625,-0.07612168023867218,0.005764077335993014
0.24724724724724725,-0.07450423920883183,0.00565614597656007
0.24824824824824826,-0.07288679817899148,0.005550235613319586
0.24924924924924924,-0.07126935714915118,0.005446308403464508
0.2502502502502503,-0.06965191611931076,0.0053443272127878545
0.25125125125125125,-0.06803447508947047,0.0052442556024143005
0.25225225225225223,-0.06641703405963019,0.005146057815780211
0.25325325325325326,-0.06479959302978977,0.005049698765857471
0.25425425425425424,-0.06318215199994948,0.004955144022616551
0.2552552552552553,-0.06156471097010906,0.004862359800724315
0.25625625625625625,-0.05994726994026876,0.004771312947472199
0.25725725725725723,-0.05832982891042848,0.004681970930930418
0.25825825825825827,-0.056712387880588064,0.004594301828323994
0.25925925925925924,-0.055094946850747784,0.004508274314626432
0.2602602602602603,-0.05347750582090735,0.004423857651366988
0.26126126126126126,-0.051860064791067056,0.004341021675647508
0.26226226226226224,-0.05024262376122679,0.004259736789364935
0.26326326326326327,-0.04862518273138636,0.004179973948635612
0.26426426426426425,-0.04700774170154606,0.004101704653417624
0.2652652652652653,-0.04539030067170566,0.004024900937327451
0.26626626626626626,-0.043772859641865364,0.003949535357647309
0.26726726726726724,-0.04215541861202507,0.0038755809855195947
0.2682682682682683,-0.040537977582184664,0.0038030113963249475
0.26926926926926925,-0.03892053655234437,0.00373180066024047
0.2702702702702703,-0.03730309552250394,0.003661923332974751
0.27127127127127126,-0.03568565449266364,0.003593354446676373
0.27227227227227224,-0.03406821346282338,0.0035260695010126525
0.2732732732732733,-0.030367342213784655,0.0034600444544154335
0.27427427427427425,-0.02493027911541433,0.0033952557154907992
0.2752752752752753,-0.01949321601704357,0.003331680134589639
0.27627627627627627,-0.014056152918673247,0.0032692949955360497
0.2772772772772773,-0.008619089820302486,0.003208078007510626
0.2782782782782783,-0.003182026721932161,0.0031480072970857327
0.27927927927927926,0.0022550363764381604,0.003089061400409915
0.2802802802802803,0.007692099474808922,0.0030312192555386553
0.28128128128128127,0.013129162573179247,0.002974460194908734
0.2822822822822823,0.01856622567155001,0.0029187639379535083
0.2832832832832833,0.024003288769920333,0.0028641105838564667
0.28428428428428426,0.029440351868290658,0.0028104806044404736
0.2852852852852853,0.03487741496666142,0.0027578548371901606
0.2862862862862863,0.04031447806503175,0.0027062144784049734
0.2872872872872873,0.045751541163402513,0.002655541076480424
0.2882882882882883,0.05118860426177283,0.0026058165253151546
0.28928928928928926,0.05662566736014315,0.0025570230578414494
0.2902902902902903,0.06206273045851391,0.002509143239676888
0.2912912912912913,0.06749979355688424,0.00246215996289487
0.2922922922922923,0.07293685665525501,0.0024160564399117864
0.2932932932932933,0.07837391975362532,0.0023708161974886526
0.29429429429429427,0.08381098285199565,0.0023264230708450575
0.2952952952952953,0.08924804595036642,0.0022828611978833306
0.2962962962962963,0.09468510904873675,0.0022401150135208598
0.2972972972972973,0.1001221721471075,0.002198169244128535
0.2982982982982983,0.10555923524547783,0.002157008902073331
0.29929929929929927,0.11099629834384817,0.002116619280363082
0.3003003003003003,0.11643336144221891,0.002076985947391525
0.3013013013013013,0.12187042454058925,0.0020380947417817513
0.3023023023023023,0.12730748763896,0.0019999317673262047
0.3033033033033033,0.13274455073733032,0.001962483388021432
0.30430430430430433,0.13818161383570088,0.001925736223195806
0.3053053053053053,0.1436186769340714,0.0018896771427284807
0.3063063063063063,0.14905574003244174,0.0018542932623578706
0.3073073073073073,0.15449280313081248,0.0018195719390779782
0.3083083083083083,0.15992986622918282,0.0017855007666209251
0.30930930930930933,0.16536692932755337,0.0017520675710240706
0.3103103103103103,0.1708039924259239,0.0017192604062801367
0.3113113113113113,0.17624105552429423,0.0016870675500687822
0.3123123123123123,0.181678118622665,0.001655477499568104
0.3133133133133133,0.1871151817210353,0.001624478967344566
0.31431431431431434,0.19255224481940586,0.0015940608773198888
0.3153153153153153,0.1979893079177764,0.0015642123608134591
0.3163163163163163,0.20342637101614672,0.001534922752658844
0.3173173173173173,0.2088634341145175,0.0015061815873930226
0.3183183183183183,0.21430049721288782,0.0014779785955169736
0.31931931931931934,0.21973756031125838,0.001450303699826284
0.3203203203203203,0.22517462340962888,0.0014231470118104645
0.3213213213213213,0.2306116865079992,0.0013964988281196888
0.32232232232232233,0.23604874960636998,0.0013703496270976918
0.3233233233233233,0.24148581270474032,0.0013446900653795884
0.32432432432432434,0.24692287580311087,0.0013195109745533988
0.3253253253253253,0.25235993890148134,0.0012948033578840845
0.3263263263263263,0.25779700199985167,0.001270558387098928
0.32732732732732733,0.26323406509822245,0.0012467673992331034
0.3283283283283283,0.2686711281965928,0.001223421893534316
0.32932932932932935,0.27410819129496333,0.001200513528425399
0.3303303303303303,0.2795452543933339,0.001178034118523788
0.3313313313313313,0.28498231749170416,0.0011559756317168024
0.33233233233233234,0.29041938059007494,0.0011343301862916945
0.3333333333333333,0.29585644368844527,0.0011130900481194357
0.33433433433433435,0.3012935067868158,0.0010922476278912364
0.3353353353353353,0.3067305698851864,0.0010717954784068128
0.3363363363363363,0.31216763298355665,0.001051726291913429
0.33733733733733734,0.31760469608192743,0.0010320328974947654
0.3383383383383383,0.32304175918029776,0.0010127082585086806
0.33933933933933935,0.3284788222786683,0.0009937454700729505
0.34034034034034033,0.33391588537703887,0.000975137756598086
0.34134134134134136,0.3393529484754094,0.0009568784693663492
0.34234234234234234,0.3447900115737799,0.0009389610841561013
0.3433433433433433,0.35022707467215025,0.0009213791989106349
0.34434434434434436,0.3556641377705208,0.0009041265314506558
0.34534534534534533,0.36110120086889136,0.0008871969172296001
0.34634634634634637,0.3665382639672619,0.0008705843071309806
0.34734734734734735,0.3719753270656324,0.0008542827653069788
0.3483483483483483,0.37741239016400274,0.0008382864670575085
0.34934934934934936,0.3828494532623733,0.0008225896967489936
0.35035035035035034,0.38828651636074385,0.0008071868457721161
0.35135135135135137,0.3937235794591144,0.0007920724105378057
0.35235235235235235,0.39916064255748496,0.0007772409905107534
0.3533533533533533,0.40459770565585523,0.0007626872862797475
0.35435435435435436,0.4100347687542258,0.0007484060976641421
0.35535535535535534,0.41547183185259634,0.0007343923218557823
0.3563563563563564,0.4209088949509669,0.0007206409515957202
0.35735735735735735,0.42634595804933745,0.0007071470733850733
0.35835835835835833,0.4317830211477077,0.0006939058657293824
0.35935935935935936,0.4372200842460783,0.0006809125974158453
0.36036036036036034,0.44265714734444883,0.0006681626258228081
0.3613613613613614,0.4480942104428194,0.000655651395260911
0.36236236236236236,0.45353127354118994,0.0006433744353452958
0.36336336336336333,0.45896833663956027,0.0006313273593982942
0.36436436436436437,0.4473397704179971,0.0006195058628820247
0.36536536536536535,0.4293115932014589,0.0006079057218603396
0.3663663663663664,0.4112834159849192,0.0005965227914895705
0.36736736736736736,0.393255238768381,0.0005853530045375364
0.3683683683683684,0.37522706155184127,0.0005743923699302807
0.36936936936936937,0.35719888433530306,0.0005636369713260224
0.37037037037037035,0.33917070711876485,0.0005530829657158084
0.3713713713713714,0.32114252990222514,0.0005427265820503692
0.37237237237237236,0.30311435268568687,0.000532564119892686
0.3733733733733734,0.2850861754691472,0.0005225919480957885
0.3743743743743744,0.267057998252609,0.0005128065035053106
0.37537537537537535,0.24902982103607077,0.0005032042896863403
0.3763763763763764,0.2310016438195311,0.0004937818756741099
0.37737737737737737,0.21297346660299285,0.0004845358947480785
0.3783783783783784,0.19494528938645317,0.00047546304322896953
0.3793793793793794,0.1769171121699149,0.0004665600792983345
0.38038038038038036,0.1588889349533767,0.00045782382184021914
0.3813813813813814,0.14086075773683698,0.00044925114930451993
0.38238238238238237,0.12283258052029877,0.00044083899859162354
0.3833833833833834,0.10480440330375912,0.00043258436395793146
0.3843843843843844,0.08677622608722085,0.00042448429594187857
0.38538538538538536,0.06874804887068264,0.00041653590031006163
0.3863863863863864,0.050719871654142934,0.0004087363370231014
0.38738738738738737,0.032691694437604724,0.00040108281922086896
0.3883883883883884,0.014663517221065014,0.0003935726122267132
0.3893893893893894,-0.003364659995473196,0.0003862030325703343
0.39039039039039036,-0.021392837212011406,0.0003789714470289535
0.3913913913913914,-0.039421014428551115,0.0003718752716864369
0.3923923923923924,-0.057449191645089326,0.000364911971010037
0.3933933933933934,-0.07547736886162904,0.00035807905694442213
0.3943943943943944,-0.0935055460781673,0.0003513740880226699
0.39539539539539537,-0.11153372329470546,0.00034479466849390725
0.3963963963963964,-0.12956190051124516,0.0003383384474672854
0.3973973973973974,-0.14759007772778343,0.0003320031180719833
0.3983983983983984,-0.16561825494432314,0.00032578641663294044
0.3993993993993994,-0.1836464321608613,0.00031968612186202363
0.40040040040040037,-0.20167460937739956,0.00031370005406433876
0.4014014014014014,-0.21970278659393927,0.00030782607435940495
0.4024024024024024,-0.23773096381047742,0.00030206208391691126
0.4034034034034034,-0.25575914102701713,0.00029640602320678446
0.4044044044044044,-0.2737873182435554,0.0002908558712632986
0.40540540540540543,-0.2918154954600951,0.0002854096449629644
0.4064064064064064,-0.30984367267663326,0.00028006539831593966
0.4074074074074074,-0.32787184989317153,0.0002748212217707082
0.4084084084084084,-0.34590002710971124,0.0002696752415317785
0.4094094094094094,-0.3639282043262495,0.0002646256188901582
0.41041041041041043,-0.3819563815427891,0.0002596705495663654
0.4114114114114114,-0.39998455875932737,0.00025480826306574207
0.4124124124124124,-0.41801273597586563,0.00025003702204583894
0.4134134134134134,-0.43604091319240534,0.00024535512169564607
0.4144144144144144,-0.4540690904089435,0.00024076088912644732
0.41541541541541543,-0.4720972676254832,0.0002362526827740808
0.4164164164164164,-0.4901254448420215,0.00023182889181239195
0.4174174174174174,-0.5081536220585596,0.00022748793557766974
0.4184184184184184,-0.5261817992750993,0.0002232282630038599
0.4194194194194194,-0.5442099764916375,0.00021904835206835408
0.42042042042042044,-0.5622381537081773,0.0002149467092481561
0.4214214214214214,-0.5802663309247156,0.0002109218689862318
0.4224224224224224,-0.5982945081412538,0.00020697239316785107
0.42342342342342343,-0.6163226853577934,0.00020309687060673543
0.4244244244244244,-0.6343508625743317,0.00019929391654082744
0.42542542542542544,-0.6523790397908713,0.00019556217213750164
0.4264264264264264,-0.6704072170074096,0.00019190030400804042
0.4274274274274274,-0.6884353942239478,0.00018830700373120122
0.42842842842842843,-0.7064635714404874,0.00018478098738570478
0.4294294294294294,-0.7244917486570257,0.0001813209950914776
0.43043043043043044,-0.7425199258735653,0.00017792579055948444
0.4314314314314314,-0.7605481030901036,0.0001745941606499902
0.43243243243243246,-0.7785762803066434,0.0001713249149390932
0.43343343343343343,-0.7966044575231817,0.00016811688529337518
0.4344344344344344,-0.8146326347397197,0.00016496892545251574
0.43543543543543545,-0.8326608119562595,0.0001618799106197224
0.4364364364364364,-0.8506889891727978,0.00015884873705982965
0.43743743743743746,-0.8687171663893374,0.00015587432170492368
0.43843843843843844,-0.8867453436058756,0.00015295560176735153
0.4394394394394394,-0.9047735208224139,0.0001500915343599768
0.44044044044044045,-0.9228016980389535,0.00014728109612354584
0.44144144144144143,-0.9408298752554918,0.00014452328286103144
0.44244244244244246,-0.9588580524720314,0.00014181710917882353
0.44344344344344344,-0.9768862296885696,0.00013916160813463838
0.4444444444444444,-0.9949144069051079,0.00013655583089202062
0.44544544544544545,-1.0129425841216475,0.00013399884638131475
0.44644644644644643,-1.0309707613381858,0.00013148974096698494
0.44744744744744747,-1.0489989385547256,0.000129027618121164
0.44844844844844844,-1.0670271157712639,0.00012661159810331527
0.4494494494494494,-1.085055292987802,0.0001242408176458928
0.45045045045045046,-1.1030834702043417,0.00012191442964588728
0.45145145145145144,-1.12111164742088,0.00011963160286214803
0.45245245245245247,-1.1391398246374196,0.00011739152161837229
0.45345345345345345,-1.1571680018539579,0.00011519338551165619
0.4544544544544544,-1.1751961790704961,0.0001130364091265029
0.45545545545545546,-1.1647213093043656,0.00011091982175418611
0.45645645645645644,-1.151396134839968,0.00010884286711736818
0.4574574574574575,-1.138070960375569,0.0001068048030998749
0.45845845845845845,-1.1247457859111711,0.00010480490148153011
0.45945945945945943,-1.1114206114467733,0.0001028424476779556
0.46046046046046046,-1.0980954369823743,0.000100916740485243
0.46146146146146144,-1.0847702625179765,9.90270918294069e-05
0.4624624624624625,-1.0714450880535777,9.717282652052923e-05
0.46346346346346345,-1.05811991358918,9.535328201150733e-05
0.46446446446446443,-1.044794739124782,9.356780816131938e-05
0.46546546546546547,-1.031469564660383,9.181576700272269e-05
0.46646646646646645,-1.0181443901959852,9.009653251430175e-05
0.4674674674674675,-1.0048192157315865,8.840949039678469e-05
0.46846846846846846,-0.9914940412671887,8.675403785354814e-05
0.4694694694694695,-0.9781688668027897,8.512958337523209e-05
0.47047047047047047,-0.9648436923383918,8.353554652838786e-05
0.47147147147147145,-0.951518517873994,8.197135774808352e-05
0.4724724724724725,-0.9381933434095951,8.043645813439281e-05
0.47347347347347346,-0.9248681689451974,7.893029925269469e-05
0.4744744744744745,-0.9115429944807985,7.745234293771238e-05
0.4754754754754755,-0.8982178200164006,7.600206110122157e-05
0.47647647647647645,-0.8848926455520028,7.457893554335936e-05
0.4774774774774775,-0.8715674710876039,7.318245776746643e-05
0.47847847847847846,-0.8582422966232061,7.181212879839617e-05
0.4794794794794795,-0.8449171221588072,7.046745900422597e-05
0.4804804804804805,-0.8315919476944094,6.914796792130705e-05
0.48148148148148145,-0.8182667732300115,6.785318408259e-05
0.4824824824824825,-0.8049415987656126,6.658264484916504e-05
0.48348348348348347,-0.7916164243012148,6.533589624495665e-05
0.4844844844844845,-0.778291249836816,6.411249279451343e-05
0.4854854854854855,-0.7649660753724181,6.291199736383541e-05
0.48648648648648646,-0.7516409009080203,6.173398100418178e-05
0.4874874874874875,-0.7383157264436213,6.0578022798803334e-05
0.48848848848848847,-0.7249905519792235,5.94437097125448e-05
0.4894894894894895,-0.7116653775148247,5.833063644426334e-05
0.4904904904904905,-0.6983402030504269,5.723840528201048e-05
0.49149149149149146,-0.685015028586029,5.61666259609258e-05
0.4924924924924925,-0.6716898541216301,5.511491552379141e-05
0.4934934934934935,-0.6583646796572323,5.4082898184197667e-05
0.4944944944944945,-0.6450395051928334,5.307020519227098e-05
0.4954954954954955,-0.6317143307284355,5.207647470291589e-05
0.4964964964964965,-0.6183891562640367,5.1101351646524295e-05
0.4974974974974975,-0.6050639817996388,5.014448760210559e-05
0.4984984984984985,-0.591738807335241,4.920554067279246e-05
